序号,group_id,a1,a2,a3,a4,label,time
63,7,0.360667,-1.85173,-0.116069,-1.41713,0,63
64,7,1.29014,1.95683,-0.287964,1.19592,0,64
65,7,-1.2828,0.00896152,-0.317073,1.90431,0,65
66,7,0.673028,0.350485,-0.712184,0.904343,0,66
67,7,0.283464,-0.323343,-0.34011,-0.0904321,0,67
68,7,0.878058,10.9324,-0.12324,3.84902,0,68
69,7,7.10269,3.9192,0.78011,1.4882,0,69
70,7,4.42146,-0.613753,2.27226,-3.7683,0,70
71,7,7.22047,-7.81314,-4.33772,0.868878,0,71
72,7,-0.823215,6.37399,-5.77717,2.23262,0,72
73,7,-1.27194,1.86558,0.622564,1.47436,0,73
74,7,11.1173,-0.977377,-1.5002,-2.24978,0,74
75,7,1.59953,4.47588,-0.388115,3.07418,0,75
76,7,-12.4771,-9.54787,6.94877,-5.18913,0,76
77,7,-0.716556,-3.33808,1.17592,-1.29277,0,77
78,7,5.01213,2.65696,-2.113,0.205009,0,78
79,7,3.92091,2.45942,0.789773,0.0774532,0,79
80,7,-2.68704,-1.28514,-0.0390779,-2.93079,0,80
81,7,-1.03135,1.69123,2.88963,2.2019,0,81
82,7,-3.29316,2.45454,-3.49962,-2.23365,0,82
83,7,3.62145,-0.674629,-0.682098,-4.91905,0,83
84,7,9.02191,-4.50474,3.39884,5.90686,0,84
85,7,-8.9981,-3.53779,-2.5804,-0.244109,0,85
86,7,-3.00224,5.01251,-1.90965,-3.38078,0,86
87,7,2.81003,0.114034,1.10584,2.30263,0,87
88,7,3.19295,0.892664,-0.337752,-2.40762,0,88
89,7,-3.3268,0.32025,-1.14632,-0.832881,0,89
90,7,1.58245,-0.160514,1.0639,-2.93687,0,90
91,7,4.82245,2.51541,1.12198,-4.43537,0,91
92,7,-15.5098,-5.06156,-7.49612,-8.07879,0,92
93,7,-13.8586,6.3889,3.89218,-1.11106,0,93
94,7,-2.57385,-0.239556,0.66631,-0.0275017,0,94
95,7,-2.18904,1.08044,4.28826,-2.84319,0,95
96,7,-0.472966,0.185755,-6.10867,-8.00933,0,96
97,7,2.74315,0.516026,-0.971525,-1.96517,0,97
98,7,1.85819,-2.7277,-0.383134,-1.64463,0,98
99,7,1.03442,-8.74362,-1.11997,-2.40159,0,99
100,7,1.87732,5.44622,-3.1118,-5.37006,0,100
101,7,-8.7978,-2.92117,-3.39627,-4.39532,0,101
102,7,-5.68412,-1.98961,-4.05461,-4.97659,0,102
103,7,1.19793,-6.03963,0.415232,-0.599562,0,103
104,7,-0.326817,3.2977,-0.2987,-5.57718,0,104
105,7,0.643366,-0.210949,1.41833,3.79678,0,105
106,7,-3.29245,1.11352,-2.57832,2.29641,0,106
107,7,-1.40107,-3.6796,-2.03531,-4.93394,0,107
108,7,-0.872013,-4.97737,1.02611,-2.88025,0,108
109,7,4.59778,-3.81681,12.2158,-2.56851,0,109
110,7,14.0611,2.20046,-5.2031,-9.00182,0,110
111,7,17.6557,-3.02218,-5.68596,2.20171,0,111
112,7,1.01462,6.59512,-3.99445,5.21773,0,112
113,7,-4.49831,-1.31009,0.404201,3.92289,0,113
114,7,-0.313506,-0.846951,1.60333,-0.569019,0,114
115,7,-1.2404,0.457591,1.91291,-3.91539,0,115
116,7,14.4457,-4.48386,7.47772,-6.22332,0,116
117,7,12.6698,0.1181,-7.50727,5.64377,0,117
118,7,-12.2001,2.82453,2.24277,-4.34706,0,118
119,7,8.86374,8.70676,-0.491556,4.28392,0,119
120,7,1.54315,0.585305,0.807043,-5.24051,0,120
121,7,1.07705,4.46612,1.13663,-4.23868,0,121
122,7,1.34111,2.32492,-0.182666,0.856112,0,122
123,7,2.57683,-0.618908,1.1049,-1.12335,0,123
124,7,14.6264,-2.48909,0.375237,3.64946,0,124
125,7,-1.78043,1.00912,-1.65164,-2.50151,0,125
126,7,1.81304,4.25448,2.66948,-1.7996,0,126
127,7,2.06882,1.23649,0.18734,-1.04408,0,127
128,7,-2.49429,0.439963,-2.58768,0.335656,0,128
129,7,4.58871,-3.36357,7.05806,-0.147319,0,129
130,7,-0.979313,-0.866341,-1.195,-2.68398,0,130
131,7,3.55164,1.65543,-0.653649,-0.690541,0,131
132,7,-3.05333,-3.87837,0.379795,-0.735799,0,132
133,7,-0.249434,-2.94314,-0.0644291,1.73686,0,133
134,7,2.71566,1.64418,0.733245,0.680547,0,134
135,7,5.41114,4.24648,0.772702,-3.50898,0,135
136,7,1.23976,1.52771,0.508099,0.279147,0,136
137,7,1.50884,-1.37924,-1.49188,2.32288,0,137
138,7,1.03705,0.553035,-0.508237,-1.13519,0,138
139,7,0.104724,0.382748,-1.24231,0.843981,0,139
140,7,4.98888,-3.25687,-0.394834,2.43617,0,140
141,7,-0.668569,-6.35065,8.33763,-6.72867,0,141
142,7,-0.299356,0.892525,-5.0167,5.32075,0,142
143,7,-2.76294,-1.35687,-0.0358648,-1.47058,0,143
144,7,0.921583,0.89022,1.70958,-0.0894008,0,144
145,7,0.678564,-0.324433,-0.319643,-0.387604,0,145
146,7,0.562415,-0.261795,-1.33874,1.18527,0,146
147,7,-2.59753,0.866358,0.961437,2.15784,0,147
148,7,-2.2317,-3.10963,-3.25525,-2.84211,0,148
149,7,2.87091,-2.10621,-1.61907,0.101129,0,149
150,7,-2.78247,-4.62012,2.85188,-3.16194,0,150
151,7,2.30481,-0.826482,0.676695,0.421955,0,151
152,7,-3.50257,0.173142,-3.97539,1.14505,0,152
153,7,-1.8766,-0.197802,-3.40107,1.54558,0,153
154,7,1.26313,1.37763,2.11436,-0.929829,0,154
155,7,0.444921,0.121622,1.10989,-3.087,0,155
156,7,4.93829,0.873543,-3.33871,6.11545,0,156
157,7,-12.6213,-3.41374,0.658489,-3.0589,0,157
158,7,-2.60036,-2.85678,3.10366,-1.84577,0,158
159,7,13.344,3.2619,1.34456,1.52683,0,159
160,7,-4.87859,0.403355,-2.42253,4.09837,0,160
161,7,-4.40313,0.10725,0.954826,2.64353,0,161
162,7,0.519154,1.51456,0.410444,-0.440382,0,162
163,7,3.24503,-2.95995,0.882123,-1.51054,0,163
164,7,8.34927,-14.2923,0.875916,6.02435,0,164
165,7,-5.05077,-16.8746,10.8863,-3.65257,0,165
166,7,-0.863383,1.73813,0.0408577,-3.97067,0,166
167,7,14.661,-8.62255,-0.650173,1.9912,0,167
168,7,5.8975,5.65501,-3.61213,0.865554,0,168
169,7,2.46604,4.04325,-0.559533,2.21315,0,169
170,7,-0.956596,-4.98279,-0.327901,0.371191,0,170
171,7,-1.90384,-0.51072,6.62808,0.637538,0,171
172,7,-5.53571,-1.97972,-5.90071,-4.86716,0,172
173,7,13.3796,-3.9208,-4.44829,-2.7907,0,173
174,7,-0.929045,3.01908,2.97647,-0.574154,0,174
175,7,15.4757,5.30779,-1.79287,1.69976,0,175
176,7,0.170995,1.52107,0.703892,-0.82422,0,176
177,7,-3.52831,-4.56291,4.45649,-0.896286,0,177
178,7,0.0621745,-0.136658,-0.187729,-0.535823,0,178
179,7,-5.11846,-4.04852,-2.15487,-2.8867,0,179
180,7,-7.40605,1.93865,-4.68502,-0.591892,0,180
181,7,15.0712,7.56464,-4.95156,8.13882,0,181
182,7,-8.11543,-2.25752,0.888484,-0.848012,0,182
183,7,-5.43447,-3.72259,5.85994,-6.4118,0,183
184,7,-0.920346,0.787584,0.409496,1.40442,0,184
185,7,1.90824,1.31133,-0.0559738,0.0804572,0,185
186,7,2.85034,-1.13628,0.928219,-2.1077,0,186
187,7,2.13159,-1.12381,-3.35413,1.71069,0,187
188,7,5.6313,4.30599,2.69422,-2.77502,0,188
189,7,7.72961,-4.93887,-5.41798,0.527536,0,189
190,7,-1.33338,-8.01285,-0.531097,-0.0566182,0,190
191,7,-2.9086,-3.4955,2.08169,0.0504672,0,191
192,7,-2.79272,2.97773,-0.203308,1.37745,0,192
193,7,-1.07543,-3.70686,2.22462,-3.47131,0,193
194,7,4.55461,-2.44259,-1.76803,3.52179,0,194
195,7,-2.22295,0.0669793,-11.7123,-0.653031,0,195
196,7,2.47097,-3.34866,2.41086,0.29562,0,196
197,7,-6.47804,-4.77035,6.54988,-5.30564,0,197
198,7,-0.908928,1.37301,-2.16231,3.41095,0,198
199,7,-2.33503,3.16876,-4.16187,0.746736,0,199
200,7,1.30038,3.95606,0.415026,1.85306,0,200
201,7,-0.665089,-0.468423,-1.09961,0.911327,0,201
202,7,1.34095,0.10494,1.17283,-1.35812,0,202
203,7,-0.0110615,-0.670708,-0.342498,-0.751485,0,203
204,7,-1.56471,-4.95623,1.61775,-0.907722,0,204
205,7,-1.167,1.94136,1.42406,4.66975,0,205
206,7,-3.19814,2.37752,-0.397265,-1.68616,0,206
207,7,0.221516,-1.34318,1.2603,-2.93936,0,207
208,7,1.74681,1.84157,-2.23486,5.00657,0,208
209,7,0.374984,1.17967,-0.737329,0.177698,0,209
210,7,0.0464806,-0.444427,-1.51693,-0.602038,0,210
211,7,-0.55598,-6.3032,2.63768,-0.51196,0,211
212,7,1.05276,14.5743,-1.1821,5.19999,0,212
213,7,-7.29297,6.63199,-8.28059,1.78717,0,213
214,7,-0.994797,-4.64006,1.83325,-0.757272,0,214
215,7,-5.95208,-4.85834,1.90761,0.00271464,0,215
216,7,-0.12543,0.0147787,1.92513,-0.649756,0,216
217,7,3.87281,-5.61379,2.67466,-1.13576,0,217
218,7,6.49813,4.5499,-4.23483,4.8411,0,218
219,7,-14.8723,13.167,1.97618,-1.88019,0,219
220,7,6.1235,-2.85001,-8.04358,4.02821,0,220
221,7,1.92675,-2.12724,-0.813886,6.78639,0,221
222,7,-2.64776,2.46252,0.81264,-0.934134,0,222
223,7,11.2205,-0.191031,0.632744,-4.44481,0,223
224,7,6.37399,1.71426,-3.60891,5.63566,0,224
225,7,1.07367,-0.288377,0.14672,0.75317,0,225
226,7,0.678819,0.0502996,-0.158029,-1.27702,0,226
227,7,-1.91665,-3.17201,-4.23096,-2.71615,0,227
228,7,7.76318,0.754633,-1.99949,5.47409,0,228
229,7,5.94766,0.924649,2.81235,2.72426,0,229
230,7,0.631197,-6.68771,7.05814,-4.44814,0,230
231,7,-1.91719,0.320644,-2.21843,-1.45388,0,231
232,7,-0.417682,-1.6824,-1.69888,0.0807973,0,232
233,7,0.155745,3.35558,2.60279,-1.26853,0,233
234,7,0.260906,1.42412,0.424161,-1.3579,0,234
235,7,-9.7283,7.12129,-4.30697,-2.41018,0,235
236,7,3.33808,-0.776598,1.9675,0.96026,0,236
237,7,-0.128927,5.0472,-0.998184,-4.45017,0,237
238,7,5.44629,15.5623,4.48882,-3.59348,0,238
239,7,9.07396,-3.84163,-1.54146,-0.0593096,0,239
240,7,-1.81161,-1.33125,2.05648,0.886891,0,240
241,7,-0.0194196,-1.9659,2.70006,-1.79577,0,241
242,7,0.292533,-1.63942,0.392023,0.491543,0,242
243,7,2.24524,-3.99009,1.31662,-3.71614,0,243
244,7,-2.05707,-1.58235,3.67722,-9.12441,0,244
245,7,-6.1629,-0.736876,2.72945,-5.0009,0,245
246,7,6.67973,-0.536083,-1.10854,-1.9144,0,246
247,7,0.270965,-0.480768,1.72691,-3.78994,0,247
248,7,-1.81269,1.67304,-0.700738,-0.455678,0,248
249,7,-0.582928,-0.268452,-0.208365,-1.90921,0,249
250,7,-1.47373,-2.16778,4.0842,-2.0705,0,250
251,7,-3.47976,-7.31043,-1.70893,-2.82919,0,251
252,7,-0.54778,5.83098,3.69971,2.07405,0,252
253,7,1.93426,-1.51076,-1.22387,-0.919059,0,253
254,7,5.55433,0.421373,2.66599,-0.459868,0,254
255,7,-0.6106,3.5424,-2.8595,2.47084,0,255
256,7,-0.221983,-2.45982,-3.14079,3.10903,0,256
257,7,1.71892,0.159569,-0.978164,-0.384637,0,257
258,7,3.4274,-1.7563,-1.39204,-3.59985,0,258
259,7,-8.76772,-3.44982,-3.54542,-2.94234,0,259
260,7,0.636939,0.766012,0.0130671,-3.11068,0,260
261,7,2.05992,3.64761,-2.0959,2.08947,0,261
262,7,6.05449,5.57771,1.34229,5.43641,0,262
263,7,0.291884,0.586504,-0.96726,0.301987,0,263
264,7,-0.851843,-0.542056,-0.200902,-3.21345,0,264
265,7,-5.29704,3.02638,-0.977605,-2.48949,0,265
266,7,-4.13038,-4.20188,-0.0204513,-1.64432,0,266
267,7,-9.09567,6.29804,-0.0279001,5.59783,0,267
268,7,0.15213,0.318191,0.214631,2.68342,0,268
269,7,5.67009,0.553827,-0.0284502,-2.74662,0,269
270,7,5.57592,-3.74674,0.0522562,0.0079608,0,270
271,7,-5.15483,5.33353,-1.01568,-1.11048,0,271
272,7,-0.355479,2.40611,0.182904,7.60323,0,272
273,7,-5.57967,-2.00116,-0.602628,-0.676794,0,273
274,7,4.39611,-5.43036,2.25421,-0.675065,0,274
275,7,-10.7854,4.20144,-2.3667,-7.44809,0,275
276,7,-7.52125,0.593279,0.242506,5.59437,0,276
277,7,18.9856,4.93628,-6.33575,6.04549,0,277
278,7,-10.4241,-1.85975,-0.696987,1.276,0,278
279,7,-2.40099,3.46335,-1.4948,-0.221784,0,279
280,7,6.13159,0.343135,3.18377,6.82249,0,280
281,7,2.53703,0.021948,1.69493,3.02081,0,281
282,7,3.01914,-0.280258,-1.05898,1.00258,0,282
283,7,-7.5116,-6.64895,1.47324,-5.08439,0,283
284,7,-5.36893,-6.74684,-1.27199,-2.63031,0,284
285,7,11.2362,-12.7118,6.18119,9.60546,0,285
286,7,-5.68535,-12.9999,14.2784,-10.1756,0,286
287,7,-0.17214,2.54494,-3.94148,-0.771207,0,287
288,7,0.785967,1.29503,-0.577506,1.67955,0,288
289,7,1.03889,0.342455,2.92249,-0.827419,0,289
290,7,-3.51349,-3.223,-3.38095,-10.5836,0,290
291,7,11.0523,0.0315723,1.23044,-2.0048,0,291
292,7,-2.38075,3.54876,5.14748,6.54128,0,292
293,7,-2.86421,1.97225,1.12393,0.201509,0,293
294,7,7.33151,1.41733,-1.14603,-2.13366,0,294
295,7,4.42409,1.04625,-0.164592,0.75496,0,295
296,7,-2.9691,1.86311,-0.439542,3.0319,0,296
297,7,0.174699,-1.14417,-1.21887,0.731033,0,297
298,7,-0.292886,-1.03218,0.339095,1.40325,0,298
299,7,2.07667,-1.72065,6.48761,3.83267,0,299
300,7,-2.24492,-2.96188,-0.57046,-2.40419,0,300
301,7,-6.23826,-3.59815,2.74784,-7.67324,0,301
302,7,5.39863,-0.389403,0.576524,-5.83315,0,302
303,7,3.43981,2.59605,-2.64355,2.46965,0,303
304,7,1.32794,0.260563,0.306542,2.8771,0,304
305,7,-0.771725,-0.170715,0.282952,-0.583426,0,305
306,7,0.413526,-1.10214,-1.0689,0.684326,0,306
307,7,2.68077,-0.902978,6.2019,1.82885,0,307
308,7,-1.24189,0.355196,1.29943,-1.58699,0,308
309,7,10.8506,13.9883,4.13309,-5.47414,0,309
310,7,5.58358,6.43917,-0.103326,-0.607644,0,310
311,7,-2.44884,-0.913689,-1.97583,1.85378,0,311
312,7,3.43752,-4.46776,3.53366,0.905989,0,312
313,7,1.39295,-0.860407,0.16804,-3.07037,0,313
314,7,-4.5238,5.02413,-2.3857,3.39119,0,314
315,7,-2.95523,-12.1445,4.06232,-7.30082,0,315
316,7,5.92119,-3.79814,-0.663706,-0.526651,0,316
317,7,3.11689,1.63397,-4.36829,-1.56567,0,317
318,7,0.459272,-0.0928968,2.60783,1.78531,0,318
319,7,-1.49954,-0.766861,3.15732,-0.283654,0,319
320,7,-2.43852,-0.663279,1.0725,0.768914,0,320
321,7,-4.36897,2.77948,-1.96106,0.278156,0,321
322,7,1.3015,-0.388326,-0.963622,-0.633312,0,322
323,7,-3.23216,-1.47255,1.55494,5.25577,0,323
324,7,-3.2692,4.08727,-3.06831,3.06617,0,324
325,7,4.82049,3.39311,-3.45128,2.94352,0,325
326,7,3.34771,2.88062,0.731057,2.16508,0,326
327,7,-2.49984,-0.813233,1.78216,-0.621644,0,327
328,7,-2.73309,0.731148,-0.560642,1.21945,0,328
329,7,2.69478,-2.29552,-1.02459,-1.6477,0,329
330,7,-0.647124,-2.28508,0.552681,-3.40131,0,330
331,7,-17.5718,2.36935,-0.74771,-1.8809,0,331
332,7,-3.41221,-0.309152,2.60274,3.68447,0,332
333,7,-0.121594,8.73465,2.69876,4.72623,0,333
334,7,-1.24348,2.84211,1.96813,-1.68316,0,334
335,7,1.97861,1.63437,-1.46757,0.803199,0,335
336,7,1.05511,0.205504,0.959938,-1.35527,0,336
337,7,2.13941,-0.775411,-0.249539,0.91994,0,337
338,7,-0.315759,-7.7515,2.21605,1.0423,0,338
339,7,4.57789,4.61372,-6.06612,4.31877,0,339
340,7,-10.6922,-1.77856,-3.42023,-5.86058,0,340
341,7,-0.667326,-4.97362,0.337476,-1.71949,0,341
342,7,1.18742,-5.59552,-2.1855,-1.10723,0,342
343,7,3.3936,3.66873,0.470883,-3.41026,0,343
344,7,-0.632178,2.11879,0.543588,2.48055,0,344
345,7,0.516166,-0.0591499,-0.781636,-0.544702,0,345
346,7,-3.53824,-3.47669,-0.550141,-3.97943,0,346
347,7,-1.93113,-4.94827,3.58308,-6.26256,0,347
348,7,7.20065,-4.53638,7.85081,-2.58398,0,348
349,7,10.8898,1.84912,-4.62749,-9.53788,0,349
350,7,11.6925,1.45405,-1.75037,1.05367,0,350
351,7,3.92891,4.1739,-2.36028,2.21203,0,351
352,7,-8.14802,-0.739353,-0.349407,2.20136,0,352
353,7,-0.794042,-0.276486,0.427435,-0.261213,0,353
354,7,1.48636,-1.24845,-0.434526,-1.10393,0,354
355,7,10.1432,-5.76012,5.89554,-4.25314,0,355
356,7,8.62541,-0.235678,-2.29599,0.853759,0,356
357,7,-1.03068,10.0228,-2.48099,-1.74271,0,357
358,7,1.96359,5.30381,-1.43734,3.43596,0,358
359,7,5.10196,4.17484,1.78177,-1.36928,0,359
360,7,-1.33964,-1.3378,-2.16396,-1.16678,0,360
361,7,0.707514,0.688156,0.409094,1.97492,0,361
362,7,2.83228,-3.35305,5.54389,-0.549772,0,362
363,7,-4.23403,-0.709529,0.874566,0.399311,0,363
364,7,1.81461,1.65551,-1.41209,0.00497445,0,364
365,7,3.57722,1.4417,3.50074,-4.21006,0,365
366,7,1.78585,-0.406511,0.093589,-0.456528,0,366
367,7,-1.52213,0.0437472,-1.02663,1.18509,0,367
368,7,-3.34308,0.779263,0.504016,1.66691,0,368
369,7,1.68517,-0.219548,0.824907,-0.748104,0,369
370,7,1.17688,-2.21161,-1.04042,1.02885,0,370
371,7,4.17698,1.17732,1.58064,2.43886,0,371
372,7,0.636295,-4.02186,1.62369,-1.39856,0,372
373,7,-0.622904,-0.300761,2.08557,-1.91497,0,373
374,7,2.09428,2.74787,1.87781,-1.54125,0,374
375,7,-2.39325,6.20581,-1.97563,0.800113,0,375
376,7,-3.55705,-3.87517,4.56068,1.14054,0,376
377,7,-1.12889,-1.40939,0.0344154,2.05057,0,377
378,7,-3.00588,1.28904,0.144783,1.93094,0,378
379,7,-6.1342,1.57931,-4.33402,0.302287,0,379
380,7,-2.59433,-2.23724,4.1933,-2.86623,0,380
381,7,2.45645,1.44319,-1.79104,-0.811828,0,381
382,7,-0.399138,-1.34161,-1.45456,-2.00564,0,382
383,7,1.56633,1.2611,2.65852,0.18986,0,383
384,7,0.147966,1.59205,0.0643589,0.947974,0,384
385,7,-1.44462,0.528706,-0.734003,1.14413,0,385
386,7,10.1834,-1.97273,0.662133,13.183,0,386
387,7,0.672955,4.35149,-7.98121,6.70186,0,387
388,7,-5.96512,7.79289,-4.39306,1.18592,0,388
389,7,1.76485,-6.26326,1.48864,0.266815,0,389
390,7,-2.62104,-3.003,1.24211,-2.39711,0,390
391,7,3.02867,2.36837,-1.02509,1.43122,0,391
392,7,0.0458046,1.88937,-0.683228,2.10372,0,392
393,7,0.942444,-0.579386,1.84541,-0.34199,0,393
394,7,-0.692616,-2.38679,1.59129,-3.03575,0,394
395,7,-0.706997,-0.439606,-1.84814,2.25087,0,395
396,7,-12.5959,-2.76153,-0.865467,-4.50673,0,396
397,7,3.32326,-4.07882,2.80946,-7.08547,0,397
398,7,7.0911,3.94529,1.36973,0.687798,0,398
399,7,-0.498843,7.48797,0.346359,0.76159,0,399
400,7,-1.81435,2.24364,-2.37445,-2.93156,0,400
401,7,-1.51136,-5.89246,-2.72514,-2.17214,0,401
402,7,5.17869,1.17554,3.83849,0.304987,0,402
403,7,-0.395577,-8.36204,1.16156,-0.208256,0,403
404,7,-2.09617,-8.70668,11.2028,-3.20022,0,404
405,7,4.45723,8.03855,-1.42722,0.26405,0,405
406,7,5.29824,-2.88464,0.912408,3.3948,0,406
407,7,-3.38237,4.19001,1.60634,-2.78211,0,407
408,7,4.02045,1.8251,0.670294,0.188233,0,408
409,7,10.7317,0.551334,-3.35753,-1.37095,0,409
410,7,-8.32867,2.6299,3.21438,-2.92552,0,410
411,7,5.61495,5.58782,-4.38283,-3.48503,0,411
412,7,6.45894,-6.18437,-2.73092,-0.272119,0,412
413,7,-4.13924,3.33626,-0.990026,-5.06122,0,413
414,7,12.9104,7.47454,-2.29483,5.77046,0,414
415,7,-0.617004,-1.57455,0.753075,3.28338,0,415
416,7,-5.67647,-3.05941,0.00672336,-2.57688,0,416
417,7,1.9592,-2.01925,-0.320098,-0.32819,0,417
418,7,-3.06606,-5.03968,-1.37354,-1.04984,0,418
419,7,-11.778,3.97972,-1.05321,-5.44158,0,419
420,7,12.4757,6.38814,-5.53298,6.20183,0,420
421,7,-1.57632,-1.04349,-1.44211,-0.161438,0,421
422,7,-12.5434,-4.97908,4.62032,-8.44262,0,422
423,7,-0.331228,2.25867,1.10874,0.692664,0,423
424,7,2.80863,3.08882,2.68367,-3.58348,0,424
425,7,-0.424715,0.31664,-2.00359,1.26269,0,425
426,7,-1.4086,0.20316,-2.72001,0.302938,0,426
427,7,6.12476,2.12364,6.76157,-5.41175,0,427
428,7,5.59028,1.27749,-5.70307,8.33074,0,428
429,7,6.83714,-4.58319,-0.101975,6.12485,0,429
430,7,-0.540043,-4.73938,-1.39147,0.354965,0,430
431,7,-0.944803,1.17973,0.0169471,0.210259,0,431
432,7,0.721468,1.675,1.22146,0.94906,0,432
433,7,-1.28755,3.95287,-1.78009,-4.18205,0,433
434,7,-6.23236,4.83291,-4.4682,-4.77946,0,434
435,7,7.10771,-3.87411,2.87282,-1.48815,0,435
436,7,3.10921,-1.75312,2.51772,-0.396669,0,436
437,7,-0.0605033,0.98653,-1.31614,0.772499,0,437
438,7,-4.28059,2.02547,-0.284346,-2.90724,0,438
439,7,-0.23459,2.83054,-2.41193,-2.1644,0,439
440,7,0.525546,0.0624221,-1.42567,1.59979,0,440
441,7,-3.7978,-0.172672,-1.57618,0.281019,0,441
442,7,2.26781,-2.29611,0.645633,5.48376,0,442
443,7,-7.12233,4.19257,-0.790647,4.01653,0,443
444,7,-9.08576,2.14532,-0.422436,2.1028,0,444
445,7,0.300581,-1.01326,2.89573,-3.29423,0,445
446,7,-1.13773,-1.4257,-1.74131,-2.72997,0,446
447,7,1.13494,4.58059,-2.78179,2.01877,0,447
448,7,-0.250043,-3.25656,0.603424,-1.4553,0,448
449,7,2.61016,-1.19399,-1.22024,2.09011,0,449
450,7,-0.611652,0.391468,6.53424,4.56306,0,450
451,7,-1.18643,-3.27961,-1.71592,3.89373,0,451
452,7,-2.80996,3.19389,-4.04231,-3.89136,0,452
453,7,-0.956706,8.77269,-1.00088,-1.91047,0,453
454,7,-3.2348,4.14972,0.975503,2.7518,0,454
455,7,-1.51493,1.64815,3.93319,1.31311,0,455
456,7,-1.69811,2.54188,-1.06807,-1.26449,0,456
457,7,1.14283,0.313777,-0.365998,1.47799,0,457
458,7,-16.4858,7.50503,3.41681,1.18512,0,458
459,7,13.868,-7.74897,3.52552,-4.1103,0,459
460,7,1.89985,0.0263477,-1.15277,5.47754,0,460
461,7,2.6133,3.96533,-1.00446,2.73017,0,461
462,7,7.30804,0.285845,2.33509,-4.03911,0,462
463,7,6.83014,-0.30284,-3.40286,4.80677,0,463
